,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,description_missing,location_unknown,language_missing,description_length,description_word_count,description_mention_count,description_hashtag_count,description_digit_count,description_exclamation_count,screen_name_length,screen_name_digit_count,screen_name_underscore_count,true_label,screen_name,twitter_id
31997,0,0,2253,25,0,1,3206,0,0.801,4003,0,0,0,48,10,0,0,0,0,9,0,0,bot,monikejob,71002515
28387,1,0,820,4872,663,0,4802,1,1.162,4131,0,0,0,40,6,0,0,0,0,8,0,0,human,lizbowie,35850114
35832,1,0,82001,1709,2713,1,10357,0,4.376,2367,0,0,0,126,14,0,9,0,0,11,3,0,human,amilynne937,2363216639
26699,0,0,135110,987,889,1,58241,0,13.349,4363,0,0,0,135,18,0,2,0,0,13,0,0,human,BromonaQuimby,16177703
16119,1,0,136,0,0,0,217,0,0.194,1118,0,1,0,31,5,0,0,2,0,15,1,0,human,fkpswyeovcznnq1,890863612566290432
14832,1,0,679,6,0,1,976,0,0.385,2537,1,1,1,0,0,0,0,0,0,13,2,0,bot,justinestes30,1749129607
28023,0,0,5544,763,800,1,24761,0,8.126,3047,0,1,0,152,29,0,0,0,0,9,2,1,bot,Lisa96_Vs,554630722
22202,1,0,2855,297,737,1,17978,0,5.018,3583,0,0,0,29,5,0,0,0,0,10,3,0,human,Birdman323,208560117
23154,1,0,23077,5752638,1032,1,6653,1,1.649,4034,0,0,0,35,4,1,0,0,0,10,0,0,human,RedHourBen,62290422
12568,1,0,1923,98,130,0,2456,0,0.816,3010,1,1,1,0,0,0,0,0,0,12,2,0,bot,jordanlynn00,587815449
3929,0,0,2136,189,472,1,3512,0,0.874,4017,1,0,1,0,0,0,0,0,0,9,2,1,bot,dianat_81,67136510
22043,1,0,35,140519,100,1,4728,0,2.31,2047,0,0,0,73,16,0,0,0,0,11,4,0,human,almanar1231,2972605423
20070,1,0,65,5,43,0,16,0,0.007,2320,0,1,0,52,8,0,0,0,0,7,0,0,bot,Booocoo,2479236436
26047,0,0,13708,353777,1061,1,21295,1,5.289,4026,0,0,0,160,27,3,0,3,0,12,0,0,human,HoracioCabak,64407857
30546,0,0,4350,1161797,11998,1,24860,1,6.046,4112,0,0,0,151,17,0,0,1,1,6,0,0,human,lajosa,40583484
11024,0,0,2487,318,3824,1,3291,0,0.81,4063,0,0,0,108,20,0,0,2,0,6,1,0,human,m0urbi,53817327
3538,0,0,4992,1019489,20,0,6209,1,1.727,3595,0,0,1,47,2,0,0,3,0,11,0,1,human,ugur_isilak,203448605
11296,0,0,4478,1764801,656,1,178187,0,53.286,3344,0,0,0,150,21,1,3,12,0,11,2,0,bot,12numaraorg,322951176
33756,0,0,39835,810,3814,1,14206,0,3.328,4268,0,0,0,104,18,0,0,0,0,8,0,0,human,serahsue,18061521
30890,0,0,872,2633498,347,1,1713,1,0.427,4008,0,0,0,78,12,0,0,0,0,11,0,0,human,kenandogulu,69683823
20461,0,0,181925,4696,2823,0,127444,0,76.041,1676,0,0,0,117,19,0,0,0,0,15,0,0,human,FartFromAmerika,4818612196
22699,0,0,25695,478,645,1,8916,0,3.902,2285,0,0,0,50,8,0,0,0,0,9,1,1,human,swagera_7,2502323514
22115,1,0,158,8,44,0,82,0,0.025,3268,1,0,1,0,0,0,0,0,0,9,4,0,bot,hjain1998,369515948
875,1,0,23840,283,320,1,8738,0,2.309,3784,0,0,0,80,13,0,1,0,0,12,0,1,human,masked_llama,131340008
32298,0,0,467,128,80,0,120,0,0.033,3598,0,0,0,53,4,0,0,0,0,9,0,0,bot,vrbuitron,202076595
36597,1,0,11837,3212,0,0,71439,0,28.853,2476,0,1,0,99,23,0,0,0,0,13,0,0,human,JavedChaudhry,2173167453
23387,0,0,9208,1773,1474,0,6330,0,1.703,3716,0,0,0,144,23,1,0,0,0,12,0,1,human,Dave_Ferraro,156401707
1048,0,0,2154,347,326,1,2857,0,1.091,2619,0,1,1,2,1,0,0,0,0,8,0,0,human,RyanCSWS,1526209446
12679,1,0,61,0,0,0,137,0,0.095,1444,0,1,0,24,4,0,0,0,0,14,0,0,human,SdfgdfgJacinta,772508501960777728
36793,0,0,102,50861,512,1,3700,1,0.936,3953,0,0,0,135,20,0,0,0,0,15,0,0,human,AlyssCampanella,84405668
21119,1,0,2466,38,151,0,3423,0,1.278,2679,0,0,0,38,7,0,0,0,2,15,0,0,bot,BiggDaddyDamian,1361986159
3015,0,0,22,58000,1607,0,3239,1,0.8,4051,0,1,0,103,8,1,0,2,0,13,0,0,human,TheAidanDavis,57430635
17447,0,0,29,505,13,1,2192,0,0.576,3805,0,0,0,117,20,0,0,0,0,13,0,1,bot,townsdelight_,124640990
2964,1,1,119,4,0,0,146,0,0.059,2485,1,1,1,0,0,0,0,0,0,9,5,0,bot,tony11642,2164543772
31892,0,0,432965,109152,15129,1,94141,0,41.545,2266,0,0,0,102,13,1,0,0,0,9,0,1,human,Holy_Elle,2548786867
15979,0,0,4395,10,31,0,3361,0,2.396,1403,0,1,0,97,21,0,0,2,0,11,1,0,human,MistyFlame1,787451593360674816
14551,0,0,15661,311,434,1,10997,0,2.604,4223,0,0,0,153,20,0,0,0,0,14,0,0,human,garrettfpierce,19501449
1621,0,0,5277,2252175,509,1,10843,1,2.574,4212,0,0,0,129,18,0,0,0,0,14,0,0,human,ElizabethBanks,20196258
32571,1,0,57251,1395,2359,0,24528,0,7.735,3171,0,0,0,157,31,0,0,1,1,12,2,0,human,SteveGordo39,436173150
16991,1,0,54606,1513,543,0,5139,0,1.781,2885,0,0,0,142,14,2,6,0,0,11,0,1,human,malerie_mcd,845271571
3444,0,0,721,13,333,0,192,0,0.046,4178,1,1,1,0,0,0,0,0,0,13,0,0,human,RachelAStuart,23879261
3805,0,0,173,323,526,1,10510,0,2.495,4212,0,1,0,122,21,0,0,5,0,10,0,0,human,tonyrobles,20211865
4056,0,0,29862,13725,1354,1,16264,1,8.614,1888,0,0,0,138,19,0,0,3,0,2,0,0,human,vc,3249041383
11173,0,0,227,693315,1447,1,156859,1,44.186,3550,0,0,0,44,6,0,0,0,0,15,0,0,human,AlvaroAlvaradoC,221066268
36423,0,0,2767,1222122,468,1,6116,0,1.634,3742,0,1,0,94,15,2,0,0,0,11,0,0,human,emiattiasok,146530897
7981,1,0,28,24,73,0,4,0,0.003,1327,1,0,1,0,0,0,0,0,0,12,7,0,bot,chang1552121,815057116931067904
16032,1,0,52,90,291,1,357,0,0.119,2999,1,0,1,0,0,0,0,0,0,10,0,0,bot,inichintya,597801121
17549,1,0,114,3,1,0,20,0,0.014,1381,1,1,1,0,0,0,0,0,0,12,9,0,bot,270083424Zou,795493406768123904
27830,0,0,570,257,685,1,3450,0,0.776,4446,0,0,0,145,19,0,1,0,0,15,0,0,human,StephismyFriend,15137039
24044,1,0,233,26,144,1,1038,0,0.327,3171,1,0,1,0,0,0,0,0,0,9,2,0,bot,cripler50,436376161
2816,1,0,24670,291572,1253,1,85502,1,25.754,3320,0,0,0,137,18,2,0,8,0,12,0,0,human,joemaalouftv,337399038
28148,0,0,94,152954,30746,1,276933,0,75.397,3673,0,0,0,51,6,1,1,0,0,8,0,0,bot,infoRIAU,172425532
3707,0,0,7505,256695,3119,1,110488,1,27.349,4040,0,0,0,109,12,1,0,2,0,15,0,0,human,dhanyarajendran,60843563
37206,0,0,1318,3241,1153,0,28531,0,8.362,3412,0,0,0,120,15,0,2,0,0,11,0,0,bot,acooknotmad,283113965
3299,1,0,0,109,8,0,27,0,0.008,3388,0,0,0,106,12,0,0,16,0,12,0,0,human,TownsendMktg,296508025
26164,0,0,4046,292,288,1,5324,0,1.526,3488,0,0,0,118,20,0,0,0,0,12,0,0,human,hoteplacount,245287897
7048,0,0,766,148,121,1,1148,0,0.359,3195,1,0,1,0,0,0,0,0,0,14,0,0,bot,iRohitKulkarni,416522494
6479,1,0,75170,466,922,1,11670,0,4.92,2372,0,0,0,31,5,0,0,0,0,14,0,0,human,monkeybuttchew,2352526278
22765,1,0,556,54,97,1,809,0,0.401,2017,1,1,1,0,0,0,0,0,0,15,0,0,human,ferniesmistress,3015864084
20754,1,0,4137,21275,4161,1,3879,1,2.542,1526,0,0,0,129,16,0,0,1,1,14,0,0,human,WarrenDavidson,742735530287304704
36947,0,0,12989,2561225,10,1,7224,1,2.66,2716,0,1,0,34,6,0,0,0,0,10,0,0,human,AngPoetNyo,1263292416
6736,0,0,0,4979,0,0,7685,0,3.128,2457,0,1,0,63,10,1,0,0,0,11,0,0,bot,greatartbot,2216213125
13906,0,0,8753,327,252,1,20376,0,8.354,2439,0,0,0,160,28,0,0,2,0,9,2,0,human,cynpark13,2246934348
11353,1,0,107,3,0,0,32,0,0.011,2963,0,1,0,52,8,0,0,0,0,13,0,0,bot,acteuressamay,630274151
3857,0,0,2229,932846,424,1,14446,1,3.461,4174,0,0,0,33,7,0,0,0,0,12,0,0,human,OliverPhelps,24668720
30368,1,0,53,6343714,20,0,3023,1,0.896,3373,0,0,0,22,3,0,0,0,0,13,0,0,human,ChespiritoRGB,305085584
32823,0,0,1925,219,609,1,983,0,0.318,3092,1,1,1,0,0,0,0,0,0,8,0,0,human,VituVick,510885952
32672,1,0,1525,17,249,0,2080,0,0.704,2956,1,0,1,0,0,0,0,0,0,8,0,0,bot,mookfung,636713935
16994,0,0,44,2531810,25,1,1476,1,0.499,2955,1,0,1,0,0,0,0,0,0,9,0,0,human,PDdancing,700568101
5741,0,0,1047,876353,562,1,265538,1,62.435,4253,0,0,0,120,16,0,0,0,0,4,1,0,human,6abc,18391051
32969,0,0,1032,503,717,1,1516,0,0.376,4031,0,0,0,81,12,0,0,0,0,14,0,0,human,BDParnarouskis,63145023
21563,0,0,15389,328,789,0,10275,0,2.473,4155,0,0,0,83,20,0,0,0,0,9,2,0,human,heykris10,28724729
15334,0,0,680,192005,672,1,68507,1,20.848,3286,0,0,0,94,23,0,0,0,0,11,0,1,human,A_alfugaier,359245295
20871,0,0,1395,46,403,0,1960,0,0.631,3104,0,0,0,125,24,0,0,2,0,10,0,0,human,EeHmuozzzz,496384818
34666,1,0,0,1,25,0,8,0,0.012,651,1,1,1,0,0,0,0,0,0,11,0,0,human,BlackDothan,1059812621250166786
20988,0,0,1144,2903907,2238,1,14569,1,4.7,3100,0,0,0,10,1,0,1,0,0,14,0,0,human,fantinofantino,500317946
18477,1,0,270,2,0,0,58,0,0.022,2670,0,1,0,51,5,0,0,1,0,13,8,0,bot,siong37390971,1386347178
22723,1,0,2171,2,92,0,2196,0,0.764,2875,0,0,0,72,16,0,0,0,0,14,4,0,bot,jackieto58z56o,862612916
14508,0,0,2062,30,265,0,3008,0,0.806,3733,0,0,0,6,2,0,0,0,0,14,3,0,bot,MiguelSilva123,150048830
27298,1,0,8419,432,648,1,2948,0,1.202,2452,0,0,0,11,2,0,0,2,0,13,0,1,human,Ricky_garccia,2225793720
22171,1,0,146504,16693,1978,1,69059,1,17.356,3979,0,0,0,150,22,0,1,0,0,12,0,1,human,annie_parker,77487918
4438,0,0,2055,647,0,0,2900,0,0.808,3590,0,0,0,145,29,0,0,0,0,12,0,0,bot,urbanfaction,205290139
28283,0,0,2347,1131,2289,0,15512,0,4.889,3173,0,0,0,107,10,1,1,5,0,11,0,0,bot,YungswaggYs,434308370
20196,1,0,61649,300,242,0,32591,0,16.679,1954,0,1,0,45,10,0,0,0,0,10,0,2,bot,Fern__Vela,3154520221
21518,1,0,826,6,22,0,1126,0,0.272,4141,1,1,1,0,0,0,0,0,0,7,2,0,bot,psmsc52,32656557
22932,0,0,25329,1121895,69723,1,20644,1,6.791,3040,0,0,0,35,4,0,0,0,0,14,0,1,human,James_Yammouni,560362416
24309,0,0,2488,155,0,0,3375,0,1.196,2823,0,1,0,26,6,0,0,0,0,13,0,0,bot,MisteriDinote,970889486
33880,1,0,861,5,36,0,1236,0,0.333,3710,1,0,1,0,0,0,0,0,0,10,2,0,bot,kbrynfor20,158571527
314,0,0,2230,101191,570,1,62859,1,16.98,3702,0,0,0,116,18,1,0,0,0,9,0,0,human,atamerica,161482772
21705,0,0,2103,32,264,0,331,0,0.089,3736,0,1,0,22,4,0,0,0,0,7,0,2,human,_syddk_,149049954
2495,0,0,1591,25,0,1,4170,0,1.28,3257,1,1,1,0,0,0,0,0,0,15,1,1,human,henrique_paiVa1,375669766
26188,1,0,119,0,0,0,224,0,0.173,1293,0,1,0,27,3,0,0,0,0,11,0,1,human,sage_lahrem,827447462151335936
1990,0,0,15104,1710932,435,1,13312,1,3.322,4007,0,0,1,23,1,0,0,2,0,11,0,0,human,RonKillings,70006177
15952,0,0,12992,100,298,1,14478,0,5.212,2778,0,1,0,34,6,0,0,0,0,13,0,0,human,malusbernardo,1074902784
34941,1,0,7121,3339,1442,1,9746,1,2.279,4277,0,0,0,126,16,0,0,0,0,5,0,0,human,bwear,17807970
24139,1,0,69,24,19,0,802,0,0.623,1287,0,0,0,101,17,0,0,0,0,15,2,0,bot,Oj1bPJgokix0cTC,829437465505193985
8259,0,0,5045,898756,458,1,2166,1,0.623,3474,0,1,0,91,14,1,0,0,0,11,0,0,human,SaraSampaio,251716551
32782,0,0,6166,388,485,0,7411,0,2.314,3202,1,1,1,0,0,0,0,0,0,14,0,0,human,LaurenESpector,411270795
20157,1,0,2144,28,0,0,2580,0,2.019,1278,0,0,0,61,10,0,0,0,0,13,0,0,bot,CameoEhrreich,832581668573761536
36293,1,0,413,17,0,1,609,0,0.168,3633,1,0,1,0,0,0,0,0,0,12,0,0,bot,jfredysrivas,187948783
20541,1,0,90,2,0,0,168,0,0.116,1445,0,1,0,28,6,0,0,0,0,11,0,1,human,felica_wahl,772144104834826242
26895,0,0,2154,165,275,0,345,0,0.215,1601,1,0,1,0,0,0,0,0,0,12,0,1,human,deneil_busey,715730725706809344
34905,0,0,31945,133158,1230,1,64046,1,14.101,4542,0,0,0,159,24,2,0,2,0,8,0,0,human,acarboni,14137737
1247,0,0,40418,264723,1140,1,50406,0,12.464,4044,0,0,0,110,19,0,0,0,0,10,0,0,human,TatoCepeda,59515114
16812,0,0,18491,320,602,1,4364,0,1.49,2929,0,0,0,44,8,0,0,0,0,12,0,0,human,bigtweetdude,752471324
5139,1,0,44061,2236,4679,1,41298,0,13.361,3091,0,0,0,132,16,2,3,1,0,12,0,0,human,KeithKokinda,512790163
34217,0,0,142,109922,10019,1,35050,1,8.335,4205,0,0,0,124,17,1,0,1,0,13,0,0,human,JordanSekulow,20686232
19906,0,0,2377,128754,128413,0,73030,0,20.677,3532,0,0,0,83,18,0,0,0,0,14,0,1,human,ABOVEMILLIONS_,227942485
22119,1,0,91927,1250,547,0,61171,0,27.604,2216,0,1,0,13,3,0,0,0,0,10,0,0,human,TasyasLinz,2724093371
37425,0,0,27514,7335,4203,1,16338,1,5.399,3026,0,0,0,150,24,1,0,2,0,12,1,0,human,1RosieThomas,573570993
28952,0,0,53338,3854,2436,1,139319,0,37.583,3707,0,0,0,38,8,0,0,5,0,10,0,0,human,GroovyCory,159586029
6983,1,0,2161,48,275,0,3082,0,0.783,3938,0,0,0,140,28,0,0,0,0,12,0,0,bot,Xaviersawake,88129679
30005,0,0,0,17,0,0,3891,0,2.087,1864,0,0,0,98,14,0,0,0,2,12,0,1,human,pallie_allie,3373740826
34654,1,0,37448,15116,984,1,47847,0,11.656,4105,0,0,0,106,20,0,1,3,0,10,0,0,human,GeeScottSr,42185151
4323,0,0,10687,540,3015,1,21611,0,7.338,2945,0,0,0,105,6,0,6,4,0,11,0,0,human,TaraQuillen,719615862
29395,0,0,19995,5626,3993,1,68401,0,17.139,3991,0,0,0,154,25,3,1,0,1,6,2,0,human,RMaq28,74392135
28339,0,0,2503,16,0,0,3445,0,0.934,3687,1,0,1,0,0,0,0,0,0,11,0,0,bot,maicondifen,167186324
27982,0,0,4285,1008,674,1,25854,0,8.609,3003,1,0,1,0,0,0,0,0,0,9,0,0,human,BeleennRq,593689918
15418,0,0,527,976,770,1,35107,0,10.39,3379,0,0,0,53,6,3,0,2,0,13,0,0,human,panjulvanjava,301574190
33426,0,0,13090,1058,735,1,34521,0,9.154,3771,1,0,1,0,0,0,0,0,0,12,0,0,human,carolavesolo,136024120
32850,1,0,0,12,31,0,756,0,0.413,1832,1,1,1,0,0,0,0,0,0,15,1,0,bot,paleographyeco4,3421470951
36413,1,0,9912,207,249,0,4265,0,3.122,1366,0,0,0,32,7,0,0,0,0,9,0,0,human,cherriwho,800767481975422980
18662,0,0,1196,1384,2182,1,747,1,0.621,1203,0,0,0,59,9,0,0,0,0,15,1,0,human,preston4progres,859787192448712704
33618,0,0,584,19,58,1,1134,0,0.285,3974,1,0,1,0,0,0,0,0,0,15,0,0,human,robertobernardi,78877969
35948,0,0,14559,36838,3638,0,32247,1,7.819,4124,0,0,0,152,28,0,0,6,0,8,0,0,human,SimonWDC,37738073
17201,1,0,1329,11,11,0,1325,0,0.906,1462,0,1,0,21,3,0,0,0,0,15,1,0,bot,muravevemilian6,765914162199396352
12963,0,0,3,47,7,0,26008,0,23.622,1101,0,0,0,146,22,1,1,1,0,15,0,0,bot,AuspiciousItems,896850130275532800
3111,1,0,13270,66,125,0,8574,0,4.056,2114,0,0,1,70,16,0,0,2,0,11,3,0,human,shouperz220,2890421604
18143,0,0,16,54,19,0,5317,0,1.561,3406,1,1,1,0,0,0,0,0,0,11,0,1,human,P_BabyBlack,286126462
20057,0,0,387,279038,478,1,21111,1,5.164,4088,0,0,0,117,16,0,0,1,0,14,0,0,human,marthacarrillo,46015755
27587,1,0,4047,78,97,0,3005,0,0.989,3039,0,1,0,73,11,0,0,0,0,13,2,1,human,Tom_Carroll95,561443521
29425,0,0,569,253,121,1,803,0,0.337,2381,0,0,0,143,21,2,0,0,0,14,0,1,human,Carolyn_Kaleko,2336957190
2198,0,0,297,530,503,0,1472,0,0.394,3732,0,0,0,92,15,0,0,0,0,10,3,0,human,LaMorte111,150485892
21580,0,0,336,10374737,586,1,6545,1,1.814,3608,0,1,0,59,10,0,0,0,0,12,0,0,human,bernardokath,197807757
1994,0,0,211258,57112,1746,1,115865,1,27.633,4193,0,0,0,159,24,1,0,0,1,11,0,0,human,MitchGerads,21771720
18166,0,0,59,5744,10,0,27529,0,21.779,1264,0,1,0,56,6,1,0,0,0,10,0,0,bot,CozinhaBot,837683262864637952
15392,1,0,414,2213,2667,0,42218,0,10.322,4090,0,0,0,96,12,0,0,0,0,10,0,0,bot,MaxReddick,45459291
31596,1,0,620,1291,526,1,2510,0,1.204,2085,0,0,0,159,18,0,7,0,0,12,0,0,human,phillyrecord,2903990020
14888,0,0,1683,19,284,1,306,0,0.079,3854,1,1,1,0,0,0,0,0,0,11,1,0,human,DanielleMM4,109681322
29918,0,0,9556,107591,716,1,13880,1,3.351,4142,0,0,0,96,16,0,1,0,0,13,0,0,human,LincolnCenter,31928507
33700,0,0,498,79,21,0,705,0,0.209,3374,1,0,1,0,0,0,0,0,0,11,4,0,bot,silifke2011,304584486
10460,0,0,12986,452,536,1,5965,0,1.431,4168,0,0,0,134,28,0,0,1,0,10,0,1,human,Kasey_Posa,25763927
29394,1,0,1,11,4,0,1,0,0.0,2123,0,0,0,18,3,1,0,2,0,8,0,0,human,akaLaser,2846040640
19798,0,0,4347,184793,216266,1,9110,0,2.818,3233,0,0,0,118,16,1,6,0,0,8,0,0,human,RauliMrd,389946569
10943,0,0,6223,184,148,1,7252,0,2.345,3092,0,1,0,19,3,0,0,0,0,8,3,3,human,D0M___92,510733671
31739,1,0,14471,142,940,0,8233,0,2.63,3131,0,1,0,49,9,0,0,0,0,5,2,0,human,93ALT,471556851
10351,0,0,100473,2541,1331,1,62376,0,34.692,1798,0,0,0,42,6,0,1,1,0,13,0,1,human,yourstruly_ci,3587775920
11306,1,0,1889,83,249,0,3139,0,1.03,3048,0,1,0,99,19,0,0,0,0,8,0,0,bot,adybabyp,553989953
344,0,0,1519,3699,1981,1,18482,0,4.787,3861,0,0,0,138,22,1,1,7,0,9,0,0,human,acruzlive,107481236
4590,0,0,127199,942,621,1,64224,0,34.678,1852,0,0,0,158,24,0,0,0,0,15,0,0,human,WickedNerdAngel,3291250466
35627,0,0,504,2198444,81,0,1249,1,0.389,3210,0,0,0,91,14,0,0,11,0,11,0,0,human,AhmedHassan,404999475
22969,0,0,9455,889532,899,1,11285,1,2.746,4110,0,0,0,43,5,0,0,2,0,11,0,0,human,dustinlynch,41055396
37277,1,0,26480,12,220,1,5551,0,3.478,1596,0,0,0,10,2,0,0,0,0,5,0,0,human,obxvv,717587216030011392
5742,1,0,48,3,0,0,280,0,0.242,1159,0,1,0,112,26,0,0,0,1,15,1,0,bot,boyvbkyxapfsoo1,875874824282701828
1546,0,0,1368,7,56,0,1937,0,0.796,2434,1,1,1,0,0,0,0,0,0,10,5,0,bot,jessy94170,2254711136
7895,0,0,558,4759,1974,1,7655,1,1.855,4127,0,0,0,119,14,2,0,0,0,9,0,0,human,APOConnor,37018002
10240,0,0,9074,545356,1818,1,160863,1,36.635,4391,0,0,0,158,25,1,0,0,0,11,0,0,human,khayadlanga,15801023
15930,0,0,86168,1425,743,1,46763,0,18.203,2569,0,0,0,63,13,0,0,1,0,10,0,0,human,brenunrein,1651619426
4984,1,0,193,11,26,0,32,0,0.015,2085,1,1,1,0,0,0,0,0,0,8,0,0,bot,gujiayue,2918484499
11538,1,0,23,1,0,0,207,0,0.179,1155,0,1,0,47,9,0,0,0,0,15,1,0,bot,nqhgcuzsogyeok1,877444907409043456
27042,1,0,3647,558,959,0,5321,0,1.519,3504,0,1,0,138,14,0,0,0,0,14,0,0,human,MarthaWKessler,238216161
35645,0,0,1482,118,268,1,2027,0,0.496,4089,0,0,0,25,4,0,0,0,0,11,0,1,human,mauro_coupe,45691914
28799,0,0,790,1940585,350,0,16850,1,4.387,3841,0,0,0,106,13,1,1,0,0,12,2,0,human,Montserrat33,113447726
31964,0,0,8399,1448073,319,1,8174,1,2.185,3741,0,0,0,85,15,0,0,0,0,14,0,1,human,AlexaBliss_WWE,147023972
36143,0,0,4859,85,227,0,3175,0,2.145,1480,0,0,0,68,11,0,0,2,0,11,0,0,human,maxjaxbooks,759615597844033536
33163,1,0,0,311191,6,0,18984,1,4.67,4065,0,0,0,12,1,0,0,0,0,11,0,1,human,Terry_World,53184837
22536,0,0,2327,43,154,0,3399,0,0.82,4145,0,0,0,92,14,0,0,0,0,12,0,1,bot,Exsto_Design,31090877
29345,1,0,1517,14,133,0,2099,0,1.483,1415,1,0,1,0,0,0,0,0,0,11,2,1,bot,xu_szhifi99,783224886495850496
31878,1,0,1003,3,22,0,1521,0,1.229,1238,1,0,1,0,0,0,0,0,0,15,8,0,human,TomCros70860543,847123148948557825
32430,1,0,127,0,0,0,217,0,0.195,1112,0,1,0,94,14,0,0,0,0,13,4,0,human,baccduzns2727,892801536534904833
24093,1,0,400,393586,280,0,23371,1,7.352,3179,0,1,0,120,19,1,1,0,0,12,0,0,human,BellamyYoung,429298552
12110,0,0,20925,1705806,102,1,18126,1,6.478,2798,0,1,1,47,2,0,0,4,0,14,0,0,human,IdolAhmedGamal,1024806054
14102,0,0,8154,900,470,1,29198,0,9.302,3139,0,0,0,20,5,0,0,0,0,8,0,1,human,nradhna_,463832265
11672,0,0,261,8806338,199,1,2425,1,0.733,3308,0,0,0,90,12,0,0,0,2,11,1,1,human,DavidLuiz_4,344801362
19642,1,1,11,0,0,0,106,0,0.031,3408,1,1,1,0,0,0,0,0,0,13,0,0,human,TanishaNeilzz,285448410
559,1,0,142,0,0,0,293,0,0.262,1118,0,1,0,33,5,0,0,0,0,15,1,0,human,ptloxqngnoszam1,890648800095752192
7754,1,0,861,2,10,0,1228,0,0.438,2806,1,1,1,0,0,0,0,0,0,9,2,0,bot,NickMic23,1007736290
14352,1,0,148,4443176,55,0,14704,1,3.595,4090,0,1,0,49,7,1,0,3,0,10,0,0,human,henrygayle,45452226
2633,1,0,561,15,1647,0,809,0,0.305,2649,1,1,1,0,0,0,0,0,0,11,0,0,bot,zafyyussrol,1438926738
5146,0,0,338,183,374,1,4667,0,1.117,4177,0,0,0,17,5,0,0,0,0,8,3,0,human,steph207,24153808
1711,0,0,3299,205507,227713,1,60094,0,18.548,3240,0,0,0,86,11,0,0,4,0,10,0,0,human,EmmaVarsky,385625684
26423,0,0,10057,3471,981,1,11229,1,2.686,4180,0,0,0,146,17,2,2,1,0,6,0,0,human,asanso,23515941
15279,0,0,2301,260,337,0,17170,0,4.162,4125,0,1,0,77,14,0,0,0,0,6,0,1,bot,Vin_yu,37594225
25961,1,0,18273,149,100,0,5931,0,5.585,1062,0,1,0,106,14,0,0,16,0,11,6,0,human,Paola232220,910893710308724743
36900,0,0,43336,2614,2167,0,19430,0,7.164,2712,0,0,0,160,22,0,6,0,0,9,3,0,human,OKKaye924,1274278093
22036,0,0,11619,306,453,1,26372,0,5.926,4450,0,1,0,101,17,0,0,0,0,9,2,0,human,tikibar87,15096762
17280,1,0,27,41,0,0,175,0,0.065,2706,0,0,0,53,10,0,0,0,1,10,0,0,human,LaxtonAdam,1290918554
19407,0,0,7456,46177,7537,1,997,1,0.287,3469,0,0,0,90,15,0,0,0,0,12,0,0,human,damienmorley,254153486
1789,0,0,1716,4534,1981,1,6751,1,1.583,4266,0,0,0,115,17,0,0,0,0,8,0,0,human,Bideawee,18100286
34844,0,0,949,1102737,280,1,5386,1,1.596,3375,0,0,0,94,16,0,0,11,0,9,1,0,human,PKSubban1,303806325
3139,1,0,2328,14,1657,0,2852,0,0.845,3376,1,1,1,0,0,0,0,0,0,11,4,1,bot,Bry_Guy2756,303584784
31215,1,0,12084,108,288,0,3696,0,1.076,3436,0,0,0,84,12,0,0,0,0,14,0,0,human,mammagiulietta,271012954
18275,0,0,2262,198,7,0,3169,0,0.959,3303,0,1,0,143,25,0,0,2,0,15,0,0,bot,TheRetweetLotto,347993299
3721,1,0,9189,138,183,0,9036,0,4.935,1831,0,1,0,117,15,2,0,0,1,14,0,0,bot,giorgiocupelli,3315099276
31863,0,0,51493,4280,807,1,2610,1,0.8,3263,0,1,0,14,3,0,0,0,0,11,0,0,human,NinodeVries,372729333
16024,1,0,415,92,289,1,1365,0,0.458,2980,0,0,0,58,11,0,0,0,0,7,0,0,human,kitcoff,614578302
27682,0,0,13128,353,543,0,4622,0,2.125,2175,0,0,0,124,10,0,0,0,0,13,0,0,human,MrZeratheMant,2789930336
31218,0,0,362,122,337,0,614,0,0.546,1124,0,0,0,160,24,0,0,0,0,8,0,0,human,SEPAAHEC,888504722306600960
16017,0,0,1,17,0,1,134,0,0.033,4078,1,1,1,0,0,0,0,0,0,15,4,0,human,cottoncandy2000,48871502
32007,1,0,166,4,0,0,42,0,0.013,3228,0,1,0,69,9,0,0,2,0,9,1,0,bot,athirson8,392915415
22480,0,0,6711,1471739,715,0,8281,1,2.389,3466,0,0,0,21,5,0,0,0,0,9,0,0,human,EllenPage,255747911
838,1,0,27,35,109,1,97,0,0.092,1056,1,1,1,0,0,0,0,0,0,13,1,1,bot,Chev_Chelios7,913028718377005056
8343,0,0,7810,1345,1356,1,17636,0,4.242,4157,0,0,0,127,18,0,3,0,0,13,0,0,human,efrainortizjr,28108305
5756,0,0,28333,946,615,1,64076,0,17.239,3717,0,0,0,112,13,0,0,2,0,8,0,1,human,_Akrauss,156016720
21429,0,0,2176,11,0,0,4437,0,1.383,3209,1,0,1,0,0,0,0,0,0,14,0,1,bot,Esther_Laurita,405686909
13630,1,0,5,33,0,0,201,0,0.072,2794,1,1,1,0,0,0,0,0,0,9,1,0,human,varunroy8,1034516449
32656,1,1,26,2,0,0,20,0,0.006,3216,1,1,1,0,0,0,0,0,0,9,0,0,bot,paraolife,401046359
